id,questions,category
11850,제가 그 주문해 가지고 그 제품을 받았는데요. 확인 좀 해주세요.,상품
11851,그거 어떻게 배송해주고 보관하는 거예요? ,배송
11852,예 받았으니까 제가 전화를 드린 거예요. 그 저 어디에 음식을 시키면 거기서 아이스팩해서 안내문하고 박스로 보내주잖아요?,배송
11853,"예 제가 상품 주문한 거는 아이스팩해서 왔는데, 뭐 보관방법이나 무슨 안내문이 없는데요?",배송
11854,엘에이 갈비 세트 오래 두고 먹을려고 하는데 어떻게 해야 하는지 그런  안내문 궁금해서요. ,배송
11855,아 그러면 저 경비실에 가져와서 일단 냉장고에 보관해야 되겠죠? ,배송
11856,그럼 언제 오나요?,배송
11857,"금요일, 토요일도 택배가 오던데요.",배송
11858,"아 네 모바일 앱에서 방송 상품 주문 중인데 결제가 잘 안되네요.

",주문
11859,"색상은 브라운이고 사이즈는 이백 오십 미리로 주문해 주세요.

",주문
11860,"네 카드로 결제할게요.
",결제
11861,"제가 바지를 구입했는데요.
사이즈 문의로 여쭤 보려고요.",상품
11862,허리 사이즈 엑스라지가 왜 이렇게 크나요?,상품
11863,그럼 엘 사이즈는 어떻게 되나요?,상품
11864,그럼 엘 사이즈로 변경해주세요.,교환반품
11865,"취소가 안 된다고요?
그러면 어떻게 해야하나요?",교환반품
11866,"만약에 입어서 너무 클 수도 있잖아요.
그럼 어떻게 하나요?",교환반품
11867,"네, 취소 처리됐나요?
",취소
11868," 안녕하십니까?
 지금 옷걸이 주문 좀 할려고요. 

",주문
11869,"아 반팔 오면 하나 구입한 게 있고 반팔은 맞을 수도 있으니깐 입어보고 전화할게요.
",교환반품
11870,"입어보고 안 맞으면 교환 좀 할게요.
",교환반품
11871,"네 안녕하세요. 조금 전에 방송했던 버팔로 로퍼 주문하려고요.
",주문
11872,"네 남성용으로 주문해주세요.
",주문
11873,"색상은 블랙이고 사이즈는 이백 오십 오미리로 주문해 주세요.
",주문
11874,"아 죄송한데 사이즈 이백 육십 미리로 변경할게요.

",주문
11875,아 티브이요?,상품
11876,"사운드바는요?
",배송
11877,그런데 상품 구성이 어떻게 되나요?,상품
11878,열다섯 개가 아니고요?,상품
11879,저 루테인 주문하려고 합니다.,주문
11880,아 아니 현금으로 하겠습니다.,결제
11881,아니 그러면 왜 문자에는 '이십오일 이십육일 도착 예정입니다.' 라고 오나요?,배송
11882,"그러면 더 기다려봐야 된다는 얘기입니까?
오늘 오는 줄 알고 계속 택배만 기다리고 있었단 말이에요.",배송
11883,"지금 방송 상품 전에 하던 신발 주문하려요.
",주문
11884,"네 주문할게요.
",주문
11885," 모바일 회원 가입한 거랑 첫 주문한 거랑 그때 행사 주문한 거 보면 알잖아요? 
확인하고 전화 좀 주시겠어요? 
",연락요청
11886,"오늘은 전산 확인이 안돼요?
",연락요청
11887,"그럼 오늘 살 수 있는 거예요? 
내일 전화 주시면은 날짜가 지나서 못사면 어떡해요? 
",상품
11888,"찾아보시면 아실텐데 발송한 것도 확인 안되고 반품을 한 것도 확인이 되지 않는다는 게 말이 되나요? 
",불만접수
11889,"뭐 어떻게 안 되는 거예요? 그래서 내일 전화 주신다는 거예요? 
",연락요청
11890,"그럼 왜 지금 전화를 받으셨나요? 
내용 확인이 안되는 거면 전화를 받으시면 안되는 거잖아요?
",불만접수
11891,"지금 바로 확인하셔서 연락주세요. 이게 전산 확인이 안 될리가 없잖아요?
",연락요청
11892,"지금 방송하는거 주문이요. 
",주문
11893," 아니요. 
 무통장 입금이요. 
",결제
11894,전체를 보내는 게 아니라 하나만 보내야 되나요? ,교환반품
11895,저번에 다른 상품은 제품 전부 다 가져가서 반품하고 다른 걸로 보내 주시던데요? ,교환반품
11896,사일 날이요? ,교환반품
11897," 네 안녕하세요.
 지금 방송에 나오는 거를 주문할려고 하거든요. 
",주문
11898,"자동 주문 중이었는데 신청이 잘못돼서 연결되었나 보네요.
",주문
11899,"네 색상은 블랙이랑 브라운 사이즈는 이백 칠십 미리로 주문해 주세요.
",주문
11900,"네 맞습니다. 그런데 사이즈는 정 사이즈인가요?
 ",상품
11901,"네 알겠습니다. 그렇게 주문해 주세요

",주문
11902,"일시불로 결제해 주세요.
",결제
11903,방송하는거 주문 할려구요.,주문
11904,"알겠습니다.
배송 전에 전화해 달라고 했는데 메모가 되어있나요?",배송
11905,지금 저기 나온거 옷걸이 살 수가 있나요? ,주문
11906,방송이 종료가 됐는데 주문이 가능한가요?,주문
11907,"에이 알 에스로 주문 중이었는데 신청이 잘 되네요.
",주문
11908,네 색상은 모카베이지 사이즈는 이백 사십오로 주문해 주세요.,주문
11909,그러니깐 꼭 정보 등록을 해야만 구입이 가능한가요?,고객정보
11910,"이전 방송 상품 주문 좀 하려고요.
 ",주문
11911,네 색상은 브라운 사이즈는 이백 사십오로 주문해 주세요.,주문
11912,"네 카드로 결제할게요.
 ",결제
11913,며칠 전에 두 개를 주문했는데 언제 배송 된다는 건가요?,배송
11914,"그럼 아직 판매 준비중인가요?
",배송
11915,나는 오늘 오려나 하고 기다리다가 전화를 했는데 그냥 취소해주세요.,취소
11916,취소 지금 바로 해준다는 거죠?,취소
11917,그러면 취소가 안 될 경우에는 무조건 배송을 받아야 하는데 그러면 주소 변경이라도 할게요.,고객정보
11918,그러면 취소도 안되고 주소 변경도 안 되고 마냥 기다리기만 하는 거네요?,취소
11919,왜 그렇죠?,교환반품
11920,기사분이 어떻게 그렇죠?,배송
11921,"방송 중인 상품 주문 좀 도와주세요.
 
",주문
11922,"네  실버 이백 육십 오미리로 주문해 주세요.

",주문
11923,"네 제 핸드폰 번호로 발행해 주세요.
 ",결제
11924,"   네 제가  삼만 구천 원짜리 코트를 주문했거든요?						
",상품
11925,"  네 그거 취소해 주실래요?	
",취소
11926,네. 반품 신청 좀 하려고 하는데요.,교환반품
11927,아니요. 주문 하려고 하는게 아니고 상품 반품하려고요.,교환반품
11928,네. 자동으로 주문하려고 하는데 상담원 연결이 되었네요.,주문
11929,네. 방송중인 상품 주문하려고 하는데요.,주문
11930,"네. 광고 보고 전화드렸는데요.
",주문
11931,아 잠시만요. 그럼 월요일에 배송이 되는건가요?,배송
11932,네. 방송 중인 상품 주문하려고요.,주문
11933,가격이 어떻게 하면 구만 구천원이 되는 거에요?,가격
11934,다른 카드 ㅇㅇㅇㅇ번 있지 않나요?,결제
11935,네. 방송에 나오는 청소기 주문하려고요.,주문
11936,그런데 왜 구만 구천원으로는 안 되나요?,가격
11937,박스를 두 개로 보내주셨는데 한 개로 포장해도 되나요?,포장
11938,"네, 알겠습니다. 결제 취소는 언제되나요?",취소
11939,네. 제가 카드 비밀번호를 눌렀는데 틀렸다고 나와서요.,결제
11940,네. 상품 주문하려고 하는데 잘 안 되어서요.,주문
11941,네. 지금 방송하시는 그 청소기 좀 주문하려고 하는데요.,주문
11942,"네, 혹시 경비실에 맡겨 놔도 되나요?",교환반품
11943,네. 주문이 되었는지 확인하려고요.,주문
11944,그거 일시불로 주문한 거 같은데요.,주문
11945,그냥 제가 사용할게요. 반품 취소해주세요.,교환반품
11946,"네, 일단 청구는 됐어요. 그리고 제 이름 좀 바꿔주세요.",고객정보
11947,물건을 시켰는데 전체적으로 다 취소 해주세요.,취소
11948,안녕하세요. 방송 중인 신발 주문해 주세요,주문
11949,혹시 할부는 안 되나요?,결제
11950,"아 네 알겠습니다. 그럼 일시불로 결제해 주세요.


",결제
11951,"네 배송은 언제 되나요?
",배송
11952,지금 방송하는 청소기를 주문하고 싶은데요.,주문
11953,전체 다요?,결제
11954,"지금 방송 종근당 주문 좀 해 주세요.
카드로 해도 되나요?",주문
11955,이십박스 십이개월 할부로 하면 한 달에 얼마인가요?,결제
11956,네 그렇게 주문 해 주세요.,주문
11957,"저기요, 하나를 쓰면 칠일 안에 어떻게 확인이 가능한가요?
보통 한달은 써야 알수 있죠. 왜 안되는 건데요?",교환반품
11958,"아니요, 해주세요.
반품할거에요.",교환반품
11959,네. 반품하려구요.,교환반품
11960,"아니 지금 방송하는 거 자동 주문했는데 왜 상담원 연결되는 거예요?
",주문
11961,네. 그런데요?,주문
11962,아 그러면 그렇게 해주세요.,주문
11963," 네 이거 지금 방송 나오는 거예요? 
",주문
11964," 이거 신청할려고 하는데요. 
",주문
11965, 그 일시불 할인 합쳐 가지고  구만 팔천원이라는 말인가요?,가격
11966," 음 이게 유효 기간이 언제까지 돼요 
",상품
11967," 
 예 그 카드 번호 알려드릴까요? 
",결제
11968,지금 방송하고 있는 청소기 주문 할려고 하는데요.,주문
11969,"그럼 반품할까요? 
",교환반품
11970,"네 어디로 해야 되죠? 
",결제
11971,네 안녕하세요. 그 옷걸이 하는거 주문 좀 할려고요.,주문
11972,아 이거 바로 옷걸이로 주문 연결되는거 아닌가요?,주문
11973,카드 그거 열여섯자리 불러줘야 되는 거죠?,결제
11974,방송 상품 접이식 옷걸이 육만 구천 육백원 맞습니까? 제가 지금 방송 보자마자 끝나가지고. ,가격
11975,네 주문하는데요 이름이 ㅇㅇㅇ인데 자꾸 잘못 나와서요?,주문
11976,"   음 아 그러면 지금 여기는 제가 잘 이용을 안 해도				
   그 정보가 있는 거예요?				
",고객정보
11977,네 할부도 되죠?,결제
11978,네 무이자 오개월로 해주세요.,결제
11979,어제 청바지 주문한 거 취소하려고요.,취소
11980,네 안녕하세요. 지금 방송 중인 열무김치 좀 시키려고요,주문
11981,지금 텔레비전에 나오는 상품 주문하려고요.,주문
11982,이 상품 하나에 얼마입니까?,가격
11983,아. 그럼 일시불로 하면 총 얼마예요?,가격
11984,네. 두 개가 아니라 하나인데 비싸네요.,가격
11985,네. 그럼 주문해 주세요.,주문
11986,제 카드 뭐가 등록되어 있나요?,결제
11987,ㅇㅇ카드. ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ으로 해주세요.,결제
11988,지금 방송하는거 보고 주문할려고 전화했는데요.,주문
11989,네. 그런데 제가 그 상품 구만 구천원짜리도 봤거든요.,가격
11990,아 그런 건가요? ,주문
11991,"그런데 지금 그거 보내는 곳은 다른 곳이거든요.
",배송
11992,주문하려고 하는데요. 그 상품 코드가 ㅇㅇㅇㅇㅇㅇ입니다.,주문
11993,네. 크기가 어떻게 되나요?,상품
11994,커블 체어 주문 했는데 반품하려고 합니다.,교환반품
11995,"네 알겠습니다.
몇가지 확인 후 도와 드리겠습니다.
배송 받은 상품에 택을 제거하시거나 사용하셨습니까?",상품
11996,상품이 누락 또는 훼손시 반품이 어려울 수 있는 점 사전 안내 해 드리오니 양해 부탁 드립니다.,교환반품
11997,예 지금 방송하는 옷걸이 주문하고 싶은데요.,주문
11998,제가 주문한 상품을 취소하려고 합니다.,취소
11999,네. 맞습니다. 제가 그걸 주문했는데 아직 연락받은 게 없어요.,주문
12000,아. 그래요? 현재 배송중인가요?,배송
12001,네. 배송 기사님께 말씀드리면 되는거죠?,교환반품
12002,네. 아직 택배 기사님 연락이 없으셨는데요?,교환반품
12003,네. 오늘 중에는 연락이 올까요?,교환반품
12004,네. 교환 반품은 무료이니 그냥 가져가라고 하면 되는거죠?,교환반품
12005,반품은 제가 수령했다고 확인은 안 해드려도 되는 거죠?,교환반품
12006,그럼 수취 거부 처리되었다고 문자 좀 보내달라고 해도 되는 거죠?,교환반품
12007,"네, 거치대 받았어요.",배송
12008,지금 방송 중인 접이식 옷걸이 주문할려고 하는데요.,주문
12009,주소 알려드릴까요?,고객정보
12010,상품 주문 취소하려고요.,취소
12011,지금 방송하는거 하나 하고 싶어서요.,주문
12012,네 몇개월분인가요?,상품
12013,그럼 현금으로 할께요.,결제
12014,"지금 방송 중인 상품 버팔로 로퍼 주문 해주세요.


",주문
12015,"네 먼저 여성용은 블랙 이백 삼십 오미리이고요.
",주문
12016,"남성용은 블랙에 이백 육십미리로 주문해 주세요.
",주문
12017,"네 카드로 결제할게요.
 

",결제
12018,"시월 일일 종근당 건강 주문한 사람입니다.
농협 계좌 번호로 입금 한다로 했는데 문자를 못 받았습니다.",주문
12019,네. 신발을 하나 주문하려고 하는데요.,주문
12020,어떤 색상들이 있나요?,상품
12021,네 그럼 세트가 아니  다시 삼십이가 배송이 되는 건가요?,상품
12022,맞교환은 안 되고요?,배송
12023,"네 지금 나오는 그 청소기 그거 주문할려고요.
",주문
12024,"일시불로 하고 계좌 번호 하나 더 넣어 주면은 안될까요?
",결제
12025,지금 방송하는거 주문 좀 해 주세요.,주문
12026,아니요 이거 무이자 할부 몇개월까지 되나요?,결제
12027,네 그럼 육개월 할부로 해 주세요.,결제
12028," 네 카드 입력하려는데요. 
",결제
12029,"저 주문 좀 할려구요.
",주문
12030,지금 테레비 나온는 거 주문할려구요.,주문
